CELNBR;Saida;Entrada;Duracao_segundos;Hora;Intervalo;Operadora;acima_abaixo
2,58875E+11;19-11-2017 08:45;19-11-2017 08:45;6;8;b - 7>12;MVTEL;ABAIXO
2,58875E+11;19-11-2017 08:30;19-11-2017 08:30;5;8;b - 7>12;MVTEL;ABAIXO
2,58875E+11;19-11-2017 08:15;19-11-2017 08:15;7;8;b - 7>12;MVTEL;ABAIXO
2,58875E+11;19-11-2017 08:00;19-11-2017 08:00;4;8;b - 7>12;MVTEL;ABAIXO
2,58875E+11;18-11-2017 19:45;18-11-2017 19:45;6;19;e - 18>22;MVTEL;ABAIXO
2,58875E+11;18-11-2017 19:30;18-11-2017 19:30;7;19;e - 18>22;MVTEL;ABAIXO
2,58875E+11;18-11-2017 19:15;18-11-2017 19:15;7;19;e - 18>22;MVTEL;ABAIXO
2,58875E+11;18-11-2017 19:00;18-11-2017 19:00;3;19;e - 18>22;MVTEL;ABAIXO
2,58875E+11;18-11-2017 18:45;18-11-2017 18:45;4;18;e - 18>22;MVTEL;ABAIXO
2,58875E+11;18-11-2017 18:30;18-11-2017 18:30;3;18;e - 18>22;MVTEL;ABAIXO
2,58875E+11;18-11-2017 18:15;18-11-2017 18:15;6;18;e - 18>22;MVTEL;ABAIXO
2,58875E+11;18-11-2017 18:00;18-11-2017 18:00;4;18;e - 18>22;MVTEL;ABAIXO
2,58875E+11;18-11-2017 17:45;18-11-2017 17:45;8;17;d - 16>18;MVTEL;ABAIXO
2,58875E+11;18-11-2017 17:30;18-11-2017 17:30;6;17;d - 16>18;MVTEL;ABAIXO
2,58875E+11;18-11-2017 17:15;18-11-2017 17:15;7;17;d - 16>18;MVTEL;ABAIXO
2,58875E+11;18-11-2017 17:00;18-11-2017 17:00;4;17;d - 16>18;MVTEL;ABAIXO
2,58875E+11;18-11-2017 16:45;18-11-2017 16:45;5;16;d - 16>18;MVTEL;ABAIXO
2,58875E+11;18-11-2017 16:30;18-11-2017 16:30;4;16;d - 16>18;MVTEL;ABAIXO
2,58875E+11;18-11-2017 16:15;18-11-2017 16:15;4;16;d - 16>18;MVTEL;ABAIXO
2,58875E+11;18-11-2017 16:00;18-11-2017 16:00;6;16;d - 16>18;MVTEL;ABAIXO
2,58875E+11;18-11-2017 15:45;18-11-2017 15:45;4;15;c - 12>16;MVTEL;ABAIXO
2,58875E+11;18-11-2017 15:30;18-11-2017 15:30;7;15;c - 12>16;MVTEL;ABAIXO
2,58875E+11;18-11-2017 15:15;18-11-2017 15:15;5;15;c - 12>16;MVTEL;ABAIXO
2,58875E+11;18-11-2017 15:00;18-11-2017 15:00;6;15;c - 12>16;MVTEL;ABAIXO
2,58875E+11;18-11-2017 14:45;18-11-2017 14:45;5;14;c - 12>16;MVTEL;ABAIXO
2,58875E+11;18-11-2017 14:30;18-11-2017 14:30;6;14;c - 12>16;MVTEL;ABAIXO
2,58875E+11;18-11-2017 14:15;18-11-2017 14:15;4;14;c - 12>16;MVTEL;ABAIXO
2,58875E+11;18-11-2017 14:00;18-11-2017 14:00;4;14;c - 12>16;MVTEL;ABAIXO
2,58875E+11;18-11-2017 13:45;18-11-2017 13:45;4;13;c - 12>16;MVTEL;ABAIXO
2,58875E+11;18-11-2017 13:30;18-11-2017 13:30;4;13;c - 12>16;MVTEL;ABAIXO
2,58875E+11;18-11-2017 13:15;18-11-2017 13:15;7;13;c - 12>16;MVTEL;ABAIXO
2,58875E+11;18-11-2017 13:00;18-11-2017 13:00;5;13;c - 12>16;MVTEL;ABAIXO
2,58875E+11;18-11-2017 12:45;18-11-2017 12:45;5;12;c - 12>16;MVTEL;ABAIXO
2,58875E+11;18-11-2017 12:30;18-11-2017 12:30;5;12;c - 12>16;MVTEL;ABAIXO
2,58875E+11;18-11-2017 12:15;18-11-2017 12:15;5;12;c - 12>16;MVTEL;ABAIXO
2,58875E+11;18-11-2017 12:00;18-11-2017 12:00;7;12;c - 12>16;MVTEL;ABAIXO
2,58875E+11;18-11-2017 11:45;18-11-2017 11:45;6;11;b - 7>12;MVTEL;ABAIXO
2,58875E+11;18-11-2017 11:30;18-11-2017 11:30;5;11;b - 7>12;MVTEL;ABAIXO
2,58875E+11;18-11-2017 11:15;18-11-2017 11:15;5;11;b - 7>12;MVTEL;ABAIXO
2,58875E+11;18-11-2017 11:00;18-11-2017 11:00;7;11;b - 7>12;MVTEL;ABAIXO
2,58875E+11;18-11-2017 10:45;18-11-2017 10:45;7;10;b - 7>12;MVTEL;ABAIXO
2,58875E+11;18-11-2017 10:30;18-11-2017 10:30;7;10;b - 7>12;MVTEL;ABAIXO
2,58875E+11;18-11-2017 10:15;18-11-2017 10:15;4;10;b - 7>12;MVTEL;ABAIXO
2,58875E+11;18-11-2017 10:00;18-11-2017 10:00;5;10;b - 7>12;MVTEL;ABAIXO
2,58875E+11;18-11-2017 09:45;18-11-2017 09:45;5;9;b - 7>12;MVTEL;ABAIXO
2,58875E+11;18-11-2017 09:30;18-11-2017 09:30;7;9;b - 7>12;MVTEL;ABAIXO
2,58875E+11;18-11-2017 09:15;18-11-2017 09:15;5;9;b - 7>12;MVTEL;ABAIXO
2,58875E+11;18-11-2017 09:00;18-11-2017 09:00;6;9;b - 7>12;MVTEL;ABAIXO
2,58875E+11;18-11-2017 08:45;18-11-2017 08:45;6;8;b - 7>12;MVTEL;ABAIXO
2,58875E+11;18-11-2017 08:30;18-11-2017 08:30;6;8;b - 7>12;MVTEL;ABAIXO
2,58875E+11;18-11-2017 08:15;18-11-2017 08:15;6;8;b - 7>12;MVTEL;ABAIXO
2,58875E+11;18-11-2017 08:00;18-11-2017 08:00;4;8;b - 7>12;MVTEL;ABAIXO
2,58875E+11;17-11-2017 19:45;17-11-2017 19:45;4;19;e - 18>22;MVTEL;ABAIXO
2,58875E+11;17-11-2017 19:30;17-11-2017 19:30;3;19;e - 18>22;MVTEL;ABAIXO
2,58875E+11;17-11-2017 19:15;17-11-2017 19:15;4;19;e - 18>22;MVTEL;ABAIXO
2,58875E+11;17-11-2017 19:00;17-11-2017 19:00;6;19;e - 18>22;MVTEL;ABAIXO
2,58875E+11;17-11-2017 18:45;17-11-2017 18:45;6;18;e - 18>22;MVTEL;ABAIXO
2,58875E+11;17-11-2017 18:30;17-11-2017 18:30;4;18;e - 18>22;MVTEL;ABAIXO
2,58875E+11;17-11-2017 18:15;17-11-2017 18:15;5;18;e - 18>22;MVTEL;ABAIXO
2,58875E+11;17-11-2017 18:00;17-11-2017 18:00;6;18;e - 18>22;MVTEL;ABAIXO
2,58875E+11;17-11-2017 17:45;17-11-2017 17:45;5;17;d - 16>18;MVTEL;ABAIXO
2,58875E+11;17-11-2017 17:30;17-11-2017 17:30;4;17;d - 16>18;MVTEL;ABAIXO
2,58875E+11;17-11-2017 17:15;17-11-2017 17:15;3;17;d - 16>18;MVTEL;ABAIXO
2,58875E+11;17-11-2017 17:00;17-11-2017 17:00;5;17;d - 16>18;MVTEL;ABAIXO
2,58875E+11;17-11-2017 16:45;17-11-2017 16:45;7;16;d - 16>18;MVTEL;ABAIXO
2,58875E+11;17-11-2017 16:30;17-11-2017 16:30;4;16;d - 16>18;MVTEL;ABAIXO
2,58875E+11;17-11-2017 16:15;17-11-2017 16:15;5;16;d - 16>18;MVTEL;ABAIXO
2,58875E+11;17-11-2017 16:00;17-11-2017 16:00;4;16;d - 16>18;MVTEL;ABAIXO
2,58875E+11;17-11-2017 15:45;17-11-2017 15:45;5;15;c - 12>16;MVTEL;ABAIXO
2,58875E+11;17-11-2017 15:30;17-11-2017 15:30;8;15;c - 12>16;MVTEL;ABAIXO
2,58875E+11;17-11-2017 15:15;17-11-2017 15:15;5;15;c - 12>16;MVTEL;ABAIXO
2,58875E+11;17-11-2017 15:00;17-11-2017 15:00;15;15;c - 12>16;MVTEL;ABAIXO
2,58875E+11;17-11-2017 14:45;17-11-2017 14:45;6;14;c - 12>16;MVTEL;ABAIXO
2,58875E+11;17-11-2017 14:30;17-11-2017 14:30;5;14;c - 12>16;MVTEL;ABAIXO
2,58875E+11;17-11-2017 14:15;17-11-2017 14:15;4;14;c - 12>16;MVTEL;ABAIXO
2,58875E+11;17-11-2017 14:00;17-11-2017 14:00;6;14;c - 12>16;MVTEL;ABAIXO
2,58875E+11;17-11-2017 13:45;17-11-2017 13:45;5;13;c - 12>16;MVTEL;ABAIXO
2,58875E+11;17-11-2017 13:30;17-11-2017 13:30;3;13;c - 12>16;MVTEL;ABAIXO
2,58875E+11;17-11-2017 13:15;17-11-2017 13:15;4;13;c - 12>16;MVTEL;ABAIXO
2,58875E+11;17-11-2017 13:00;17-11-2017 13:00;7;13;c - 12>16;MVTEL;ABAIXO
2,58875E+11;17-11-2017 12:45;17-11-2017 12:45;8;12;c - 12>16;MVTEL;ABAIXO
2,58875E+11;17-11-2017 12:30;17-11-2017 12:30;6;12;c - 12>16;MVTEL;ABAIXO
2,58875E+11;17-11-2017 12:15;17-11-2017 12:15;4;12;c - 12>16;MVTEL;ABAIXO
2,58875E+11;17-11-2017 12:00;17-11-2017 12:00;7;12;c - 12>16;MVTEL;ABAIXO
2,58875E+11;17-11-2017 11:45;17-11-2017 11:45;4;11;b - 7>12;MVTEL;ABAIXO
2,58875E+11;17-11-2017 11:30;17-11-2017 11:30;4;11;b - 7>12;MVTEL;ABAIXO
2,58875E+11;17-11-2017 11:15;17-11-2017 11:15;4;11;b - 7>12;MVTEL;ABAIXO
2,58875E+11;17-11-2017 11:00;17-11-2017 11:00;6;11;b - 7>12;MVTEL;ABAIXO
2,58875E+11;17-11-2017 10:45;17-11-2017 10:45;7;10;b - 7>12;MVTEL;ABAIXO
2,58875E+11;17-11-2017 10:30;17-11-2017 10:30;4;10;b - 7>12;MVTEL;ABAIXO
2,58875E+11;17-11-2017 10:15;17-11-2017 10:15;5;10;b - 7>12;MVTEL;ABAIXO
2,58875E+11;17-11-2017 10:00;17-11-2017 10:00;4;10;b - 7>12;MVTEL;ABAIXO
2,58875E+11;17-11-2017 09:45;17-11-2017 09:45;6;9;b - 7>12;MVTEL;ABAIXO
2,58875E+11;17-11-2017 09:30;17-11-2017 09:30;5;9;b - 7>12;MVTEL;ABAIXO
2,58875E+11;17-11-2017 09:15;17-11-2017 09:15;3;9;b - 7>12;MVTEL;ABAIXO
2,58875E+11;17-11-2017 09:00;17-11-2017 09:00;5;9;b - 7>12;MVTEL;ABAIXO
2,58875E+11;17-11-2017 08:45;17-11-2017 08:45;6;8;b - 7>12;MVTEL;ABAIXO
2,58875E+11;17-11-2017 08:30;17-11-2017 08:30;6;8;b - 7>12;MVTEL;ABAIXO
2,58875E+11;17-11-2017 08:15;17-11-2017 08:15;6;8;b - 7>12;MVTEL;ABAIXO
2,58875E+11;17-11-2017 08:00;17-11-2017 08:00;4;8;b - 7>12;MVTEL;ABAIXO
2,58875E+11;16-11-2017 19:45;16-11-2017 19:45;5;19;e - 18>22;MVTEL;ABAIXO
2,58875E+11;16-11-2017 19:30;16-11-2017 19:30;7;19;e - 18>22;MVTEL;ABAIXO
2,58875E+11;16-11-2017 19:15;16-11-2017 19:15;6;19;e - 18>22;MVTEL;ABAIXO
2,58875E+11;16-11-2017 19:00;16-11-2017 19:00;5;19;e - 18>22;MVTEL;ABAIXO
2,58875E+11;16-11-2017 18:45;16-11-2017 18:45;5;18;e - 18>22;MVTEL;ABAIXO
2,58875E+11;16-11-2017 18:30;16-11-2017 18:30;4;18;e - 18>22;MVTEL;ABAIXO
2,58875E+11;16-11-2017 18:15;16-11-2017 18:15;6;18;e - 18>22;MVTEL;ABAIXO
2,58875E+11;16-11-2017 18:00;16-11-2017 18:00;5;18;e - 18>22;MVTEL;ABAIXO
2,58875E+11;16-11-2017 17:45;16-11-2017 17:45;5;17;d - 16>18;MVTEL;ABAIXO
2,58875E+11;16-11-2017 17:30;16-11-2017 17:30;6;17;d - 16>18;MVTEL;ABAIXO
2,58875E+11;16-11-2017 17:15;16-11-2017 17:15;6;17;d - 16>18;MVTEL;ABAIXO
2,58875E+11;16-11-2017 17:00;16-11-2017 17:00;4;17;d - 16>18;MVTEL;ABAIXO
2,58875E+11;16-11-2017 16:45;16-11-2017 16:45;7;16;d - 16>18;MVTEL;ABAIXO
2,58875E+11;16-11-2017 16:30;16-11-2017 16:30;7;16;d - 16>18;MVTEL;ABAIXO
2,58875E+11;16-11-2017 16:15;16-11-2017 16:15;3;16;d - 16>18;MVTEL;ABAIXO
2,58875E+11;16-11-2017 16:00;16-11-2017 16:00;6;16;d - 16>18;MVTEL;ABAIXO
2,58875E+11;16-11-2017 15:45;16-11-2017 15:45;4;15;c - 12>16;MVTEL;ABAIXO
2,58875E+11;16-11-2017 15:30;16-11-2017 15:30;13;15;c - 12>16;MVTEL;ABAIXO
2,58875E+11;16-11-2017 15:15;16-11-2017 15:15;6;15;c - 12>16;MVTEL;ABAIXO
2,58875E+11;16-11-2017 15:00;16-11-2017 15:00;9;15;c - 12>16;MVTEL;ABAIXO
2,58875E+11;16-11-2017 14:45;16-11-2017 14:45;5;14;c - 12>16;MVTEL;ABAIXO
2,58875E+11;16-11-2017 14:30;16-11-2017 14:30;8;14;c - 12>16;MVTEL;ABAIXO
2,58875E+11;16-11-2017 14:15;16-11-2017 14:15;7;14;c - 12>16;MVTEL;ABAIXO
2,58875E+11;16-11-2017 14:00;16-11-2017 14:00;5;14;c - 12>16;MVTEL;ABAIXO
2,58875E+11;16-11-2017 13:45;16-11-2017 13:45;5;13;c - 12>16;MVTEL;ABAIXO
2,58875E+11;16-11-2017 13:30;16-11-2017 13:30;5;13;c - 12>16;MVTEL;ABAIXO
2,58875E+11;16-11-2017 13:15;16-11-2017 13:15;5;13;c - 12>16;MVTEL;ABAIXO
2,58875E+11;16-11-2017 13:00;16-11-2017 13:00;5;13;c - 12>16;MVTEL;ABAIXO
2,58875E+11;16-11-2017 12:45;16-11-2017 12:45;6;12;c - 12>16;MVTEL;ABAIXO
2,58875E+11;16-11-2017 12:30;16-11-2017 12:30;6;12;c - 12>16;MVTEL;ABAIXO
2,58875E+11;16-11-2017 12:15;16-11-2017 12:15;7;12;c - 12>16;MVTEL;ABAIXO
2,58875E+11;16-11-2017 12:00;16-11-2017 12:00;6;12;c - 12>16;MVTEL;ABAIXO
2,58875E+11;16-11-2017 11:45;16-11-2017 11:45;4;11;b - 7>12;MVTEL;ABAIXO
2,58875E+11;16-11-2017 11:30;16-11-2017 11:30;6;11;b - 7>12;MVTEL;ABAIXO
2,58875E+11;16-11-2017 11:15;16-11-2017 11:15;5;11;b - 7>12;MVTEL;ABAIXO
2,58875E+11;16-11-2017 11:00;16-11-2017 11:00;3;11;b - 7>12;MVTEL;ABAIXO
2,58875E+11;16-11-2017 10:45;16-11-2017 10:45;5;10;b - 7>12;MVTEL;ABAIXO
2,58875E+11;16-11-2017 10:30;16-11-2017 10:30;7;10;b - 7>12;MVTEL;ABAIXO
2,58875E+11;16-11-2017 10:15;16-11-2017 10:15;5;10;b - 7>12;MVTEL;ABAIXO
2,58875E+11;16-11-2017 10:00;16-11-2017 10:00;5;10;b - 7>12;MVTEL;ABAIXO
2,58875E+11;16-11-2017 09:45;16-11-2017 09:45;5;9;b - 7>12;MVTEL;ABAIXO
2,58875E+11;16-11-2017 09:30;16-11-2017 09:30;8;9;b - 7>12;MVTEL;ABAIXO
2,58875E+11;16-11-2017 09:15;16-11-2017 09:15;7;9;b - 7>12;MVTEL;ABAIXO
2,58875E+11;16-11-2017 09:00;16-11-2017 09:00;6;9;b - 7>12;MVTEL;ABAIXO
2,58875E+11;16-11-2017 08:45;16-11-2017 08:45;5;8;b - 7>12;MVTEL;ABAIXO
2,58875E+11;16-11-2017 08:30;16-11-2017 08:30;5;8;b - 7>12;MVTEL;ABAIXO
2,58875E+11;16-11-2017 08:15;16-11-2017 08:15;4;8;b - 7>12;MVTEL;ABAIXO
2,58875E+11;16-11-2017 08:00;16-11-2017 08:00;6;8;b - 7>12;MVTEL;ABAIXO
2,58875E+11;15-11-2017 19:45;15-11-2017 19:45;7;19;e - 18>22;MVTEL;ABAIXO
2,58875E+11;15-11-2017 19:30;15-11-2017 19:30;3;19;e - 18>22;MVTEL;ABAIXO
2,58875E+11;15-11-2017 19:15;15-11-2017 19:15;4;19;e - 18>22;MVTEL;ABAIXO
2,58875E+11;15-11-2017 19:00;15-11-2017 19:00;5;19;e - 18>22;MVTEL;ABAIXO
2,58875E+11;15-11-2017 18:45;15-11-2017 18:45;5;18;e - 18>22;MVTEL;ABAIXO
2,58875E+11;15-11-2017 18:30;15-11-2017 18:30;4;18;e - 18>22;MVTEL;ABAIXO
2,58875E+11;15-11-2017 18:15;15-11-2017 18:15;7;18;e - 18>22;MVTEL;ABAIXO
2,58875E+11;15-11-2017 18:00;15-11-2017 18:00;6;18;e - 18>22;MVTEL;ABAIXO
2,58875E+11;15-11-2017 17:45;15-11-2017 17:45;5;17;d - 16>18;MVTEL;ABAIXO
2,58875E+11;15-11-2017 17:30;15-11-2017 17:30;6;17;d - 16>18;MVTEL;ABAIXO
2,58875E+11;15-11-2017 17:15;15-11-2017 17:15;3;17;d - 16>18;MVTEL;ABAIXO
2,58875E+11;15-11-2017 17:00;15-11-2017 17:00;6;17;d - 16>18;MVTEL;ABAIXO
2,58875E+11;15-11-2017 16:45;15-11-2017 16:45;5;16;d - 16>18;MVTEL;ABAIXO
2,58875E+11;15-11-2017 16:30;15-11-2017 16:30;3;16;d - 16>18;MVTEL;ABAIXO
2,58875E+11;15-11-2017 16:15;15-11-2017 16:15;6;16;d - 16>18;MVTEL;ABAIXO
2,58875E+11;15-11-2017 16:00;15-11-2017 16:00;7;16;d - 16>18;MVTEL;ABAIXO
2,58875E+11;15-11-2017 15:45;15-11-2017 15:45;7;15;c - 12>16;MVTEL;ABAIXO
2,58875E+11;15-11-2017 15:30;15-11-2017 15:30;6;15;c - 12>16;MVTEL;ABAIXO
2,58875E+11;15-11-2017 15:15;15-11-2017 15:15;7;15;c - 12>16;MVTEL;ABAIXO
2,58875E+11;15-11-2017 15:00;15-11-2017 15:00;7;15;c - 12>16;MVTEL;ABAIXO
2,58875E+11;15-11-2017 14:45;15-11-2017 14:45;6;14;c - 12>16;MVTEL;ABAIXO
2,58875E+11;15-11-2017 14:30;15-11-2017 14:30;3;14;c - 12>16;MVTEL;ABAIXO
2,58875E+11;15-11-2017 14:15;15-11-2017 14:15;3;14;c - 12>16;MVTEL;ABAIXO
2,58875E+11;15-11-2017 14:00;15-11-2017 14:00;5;14;c - 12>16;MVTEL;ABAIXO
2,58875E+11;15-11-2017 13:45;15-11-2017 13:45;3;13;c - 12>16;MVTEL;ABAIXO
2,58875E+11;15-11-2017 13:30;15-11-2017 13:30;6;13;c - 12>16;MVTEL;ABAIXO
2,58875E+11;15-11-2017 13:15;15-11-2017 13:15;5;13;c - 12>16;MVTEL;ABAIXO
2,58875E+11;15-11-2017 13:00;15-11-2017 13:00;4;13;c - 12>16;MVTEL;ABAIXO
2,58875E+11;15-11-2017 12:45;15-11-2017 12:45;5;12;c - 12>16;MVTEL;ABAIXO
2,58875E+11;15-11-2017 12:30;15-11-2017 12:30;6;12;c - 12>16;MVTEL;ABAIXO
2,58875E+11;15-11-2017 12:15;15-11-2017 12:15;5;12;c - 12>16;MVTEL;ABAIXO
2,58875E+11;15-11-2017 12:00;15-11-2017 12:00;9;12;c - 12>16;MVTEL;ABAIXO
2,58875E+11;15-11-2017 11:45;15-11-2017 11:45;7;11;b - 7>12;MVTEL;ABAIXO
2,58875E+11;15-11-2017 11:30;15-11-2017 11:30;4;11;b - 7>12;MVTEL;ABAIXO
2,58875E+11;15-11-2017 11:15;15-11-2017 11:15;7;11;b - 7>12;MVTEL;ABAIXO
2,58875E+11;15-11-2017 11:00;15-11-2017 11:00;15;11;b - 7>12;MVTEL;ABAIXO
2,58875E+11;15-11-2017 10:45;15-11-2017 10:45;5;10;b - 7>12;MVTEL;ABAIXO
2,58875E+11;15-11-2017 10:30;15-11-2017 10:30;6;10;b - 7>12;MVTEL;ABAIXO
2,58875E+11;15-11-2017 10:15;15-11-2017 10:15;3;10;b - 7>12;MVTEL;ABAIXO
2,58875E+11;15-11-2017 10:00;15-11-2017 10:00;5;10;b - 7>12;MVTEL;ABAIXO
2,58875E+11;15-11-2017 09:45;15-11-2017 09:45;7;9;b - 7>12;MVTEL;ABAIXO
2,58875E+11;15-11-2017 09:30;15-11-2017 09:30;5;9;b - 7>12;MVTEL;ABAIXO
2,58875E+11;15-11-2017 09:15;15-11-2017 09:15;6;9;b - 7>12;MVTEL;ABAIXO
2,58875E+11;15-11-2017 09:00;15-11-2017 09:00;4;9;b - 7>12;MVTEL;ABAIXO
2,58875E+11;15-11-2017 08:45;15-11-2017 08:45;5;8;b - 7>12;MVTEL;ABAIXO
2,58875E+11;15-11-2017 08:30;15-11-2017 08:30;7;8;b - 7>12;MVTEL;ABAIXO
2,58875E+11;15-11-2017 08:15;15-11-2017 08:15;5;8;b - 7>12;MVTEL;ABAIXO
2,58875E+11;15-11-2017 08:00;15-11-2017 08:00;5;8;b - 7>12;MVTEL;ABAIXO
2,58875E+11;14-11-2017 19:45;14-11-2017 19:45;6;19;e - 18>22;MVTEL;ABAIXO
2,58875E+11;14-11-2017 19:30;14-11-2017 19:30;7;19;e - 18>22;MVTEL;ABAIXO
2,58875E+11;14-11-2017 19:15;14-11-2017 19:15;6;19;e - 18>22;MVTEL;ABAIXO
2,58875E+11;14-11-2017 19:00;14-11-2017 19:00;6;19;e - 18>22;MVTEL;ABAIXO
2,58875E+11;14-11-2017 18:45;14-11-2017 18:45;5;18;e - 18>22;MVTEL;ABAIXO
2,58875E+11;14-11-2017 18:30;14-11-2017 18:30;5;18;e - 18>22;MVTEL;ABAIXO
2,58875E+11;14-11-2017 18:15;14-11-2017 18:15;6;18;e - 18>22;MVTEL;ABAIXO
2,58875E+11;14-11-2017 18:00;14-11-2017 18:00;5;18;e - 18>22;MVTEL;ABAIXO
2,58875E+11;14-11-2017 17:45;14-11-2017 17:45;4;17;d - 16>18;MVTEL;ABAIXO
2,58875E+11;14-11-2017 17:30;14-11-2017 17:30;6;17;d - 16>18;MVTEL;ABAIXO
2,58875E+11;14-11-2017 17:15;14-11-2017 17:15;9;17;d - 16>18;MVTEL;ABAIXO
2,58875E+11;14-11-2017 17:00;14-11-2017 17:00;5;17;d - 16>18;MVTEL;ABAIXO
2,58875E+11;14-11-2017 16:45;14-11-2017 16:45;4;16;d - 16>18;MVTEL;ABAIXO
2,58875E+11;14-11-2017 16:30;14-11-2017 16:30;4;16;d - 16>18;MVTEL;ABAIXO
2,58875E+11;14-11-2017 16:15;14-11-2017 16:15;7;16;d - 16>18;MVTEL;ABAIXO
2,58875E+11;14-11-2017 16:00;14-11-2017 16:00;4;16;d - 16>18;MVTEL;ABAIXO
2,58875E+11;14-11-2017 15:45;14-11-2017 15:45;5;15;c - 12>16;MVTEL;ABAIXO
2,58875E+11;14-11-2017 15:30;14-11-2017 15:30;3;15;c - 12>16;MVTEL;ABAIXO
2,58875E+11;14-11-2017 15:15;14-11-2017 15:15;5;15;c - 12>16;MVTEL;ABAIXO
2,58875E+11;14-11-2017 15:00;14-11-2017 15:00;7;15;c - 12>16;MVTEL;ABAIXO
2,58875E+11;14-11-2017 14:45;14-11-2017 14:45;6;14;c - 12>16;MVTEL;ABAIXO
2,58875E+11;14-11-2017 14:30;14-11-2017 14:30;6;14;c - 12>16;MVTEL;ABAIXO
2,58875E+11;14-11-2017 14:15;14-11-2017 14:15;13;14;c - 12>16;MVTEL;ABAIXO
2,58875E+11;14-11-2017 14:00;14-11-2017 14:00;8;14;c - 12>16;MVTEL;ABAIXO
2,58875E+11;14-11-2017 13:45;14-11-2017 13:45;5;13;c - 12>16;MVTEL;ABAIXO
2,58875E+11;14-11-2017 13:30;14-11-2017 13:30;6;13;c - 12>16;MVTEL;ABAIXO
2,58875E+11;14-11-2017 13:15;14-11-2017 13:15;5;13;c - 12>16;MVTEL;ABAIXO
2,58875E+11;14-11-2017 13:00;14-11-2017 13:00;4;13;c - 12>16;MVTEL;ABAIXO
2,58875E+11;14-11-2017 12:45;14-11-2017 12:45;4;12;c - 12>16;MVTEL;ABAIXO
2,58875E+11;14-11-2017 12:30;14-11-2017 12:30;6;12;c - 12>16;MVTEL;ABAIXO
2,58875E+11;14-11-2017 12:15;14-11-2017 12:15;5;12;c - 12>16;MVTEL;ABAIXO
2,58875E+11;14-11-2017 12:00;14-11-2017 12:00;6;12;c - 12>16;MVTEL;ABAIXO
2,58875E+11;14-11-2017 11:45;14-11-2017 11:45;7;11;b - 7>12;MVTEL;ABAIXO
2,58875E+11;14-11-2017 11:30;14-11-2017 11:30;5;11;b - 7>12;MVTEL;ABAIXO
2,58875E+11;14-11-2017 11:15;14-11-2017 11:15;6;11;b - 7>12;MVTEL;ABAIXO
2,58875E+11;14-11-2017 11:00;14-11-2017 11:00;7;11;b - 7>12;MVTEL;ABAIXO
2,58875E+11;14-11-2017 10:45;14-11-2017 10:45;3;10;b - 7>12;MVTEL;ABAIXO
2,58875E+11;14-11-2017 10:30;14-11-2017 10:30;4;10;b - 7>12;MVTEL;ABAIXO
2,58875E+11;14-11-2017 10:15;14-11-2017 10:15;4;10;b - 7>12;MVTEL;ABAIXO
2,58875E+11;14-11-2017 10:00;14-11-2017 10:00;3;10;b - 7>12;MVTEL;ABAIXO
2,58875E+11;14-11-2017 09:45;14-11-2017 09:45;5;9;b - 7>12;MVTEL;ABAIXO
2,58875E+11;14-11-2017 09:30;14-11-2017 09:30;7;9;b - 7>12;MVTEL;ABAIXO
2,58875E+11;14-11-2017 09:15;14-11-2017 09:15;5;9;b - 7>12;MVTEL;ABAIXO
2,58875E+11;14-11-2017 09:00;14-11-2017 09:00;5;9;b - 7>12;MVTEL;ABAIXO
2,58875E+11;14-11-2017 08:45;14-11-2017 08:45;6;8;b - 7>12;MVTEL;ABAIXO
2,58875E+11;14-11-2017 08:30;14-11-2017 08:30;4;8;b - 7>12;MVTEL;ABAIXO
2,58875E+11;14-11-2017 08:15;14-11-2017 08:15;7;8;b - 7>12;MVTEL;ABAIXO
2,58875E+11;14-11-2017 08:00;14-11-2017 08:00;4;8;b - 7>12;MVTEL;ABAIXO
2,58875E+11;13-11-2017 19:45;13-11-2017 19:45;6;19;e - 18>22;MVTEL;ABAIXO
2,58875E+11;13-11-2017 19:30;13-11-2017 19:30;3;19;e - 18>22;MVTEL;ABAIXO
2,58875E+11;13-11-2017 19:15;13-11-2017 19:15;9;19;e - 18>22;MVTEL;ABAIXO
2,58875E+11;13-11-2017 19:00;13-11-2017 19:00;6;19;e - 18>22;MVTEL;ABAIXO
2,58875E+11;13-11-2017 18:45;13-11-2017 18:45;5;18;e - 18>22;MVTEL;ABAIXO
2,58875E+11;13-11-2017 18:30;13-11-2017 18:30;4;18;e - 18>22;MVTEL;ABAIXO
2,58875E+11;13-11-2017 18:15;13-11-2017 18:15;6;18;e - 18>22;MVTEL;ABAIXO
2,58875E+11;13-11-2017 18:00;13-11-2017 18:00;5;18;e - 18>22;MVTEL;ABAIXO
2,58875E+11;13-11-2017 17:45;13-11-2017 17:45;8;17;d - 16>18;MVTEL;ABAIXO
2,58875E+11;13-11-2017 17:30;13-11-2017 17:30;6;17;d - 16>18;MVTEL;ABAIXO
2,58875E+11;13-11-2017 17:15;13-11-2017 17:15;7;17;d - 16>18;MVTEL;ABAIXO
2,58875E+11;13-11-2017 17:00;13-11-2017 17:00;5;17;d - 16>18;MVTEL;ABAIXO
2,58875E+11;13-11-2017 16:45;13-11-2017 16:45;4;16;d - 16>18;MVTEL;ABAIXO
2,58875E+11;13-11-2017 16:30;13-11-2017 16:30;5;16;d - 16>18;MVTEL;ABAIXO
